Current,Temperature,Voltage,SoC
0.664298,10,3.92256,0.740498
0.175302,15,4.1767,0.982301
1.12577,10,3.40951,0.252343
0.943444,30,3.67865,0.508425
0.385986,35,4.10979,0.918641
1.07527,40,3.53408,0.370868
0.973749,15,3.62011,0.452718
0.377087,10,4.10746,0.916425
0.945545,20,3.66242,0.492981
0.771116,10,3.82764,0.650184
1.07067,30,3.52918,0.366204
0.632393,35,3.96568,0.78152
0.230203,15,4.16323,0.969482
0.820124,20,3.79474,0.618882
1.22789,35,3.32568,0.172581
0.176002,20,4.17687,0.982467
1.15548,25,3.40947,0.252303
1.20449,35,3.35877,0.204064
1.15178,20,3.40306,0.2462
0.136202,40,4.18472,0.989936
1.19949,15,3.32047,0.167622
0.913739,25,3.70499,0.533483
0.783318,25,3.83525,0.657424
0.196103,20,4.17242,0.978235
0.505772,40,4.04944,0.861222
0.691102,10,3.90008,0.719108
0.267001,25,4.15351,0.96024
0.478973,10,4.05357,0.865143
0.623391,30,3.97009,0.785722
0.317095,40,4.13798,0.945463
0.447678,20,4.07608,0.886564
0.452277,40,4.07868,0.889036
0.474074,15,4.05925,0.870553
0.133402,40,4.18515,0.990345
1.17318,15,3.35869,0.203988
0.340692,30,4.12806,0.936027
1.08457,15,3.48101,0.32037
0.527375,20,4.02983,0.842562
0.85673,30,3.76952,0.594878
0.219503,20,4.16664,0.972732
0.605788,20,3.97694,0.792234
1.09857,30,3.49381,0.332546
0.288998,30,4.14692,0.953969
0.447478,15,4.07409,0.884675
0.181102,40,4.1766,0.982209
1.22229,10,3.26792,0.117619
1.20409,20,3.32891,0.175652
0.312595,35,4.13922,0.946641
0.927942,20,3.68215,0.511748
0.582784,10,3.98544,0.800319
0.456076,40,4.07671,0.887163
0.868632,30,3.75757,0.583513
0.816823,40,3.81449,0.637673
0.440279,15,4.07796,0.888357
0.588385,30,3.99469,0.809128
0.0887009,40,4.19081,0.99573
0.439179,25,4.08223,0.892413
0.786118,30,3.83695,0.659041
0.547478,40,4.02439,0.837382
1.08917,35,3.51219,0.350041
0.0137,20,4.19519,0.999893
1.10937,35,3.48646,0.325561
0.691302,10,3.89991,0.718946
1.24519,10,3.23254,0.0839589
1.00445,25,3.60238,0.435851
0.86073,35,3.76949,0.59485
1.08847,15,3.47583,0.315445
0.749712,35,3.87244,0.692806
1.04936,15,3.52686,0.363998
0.231503,40,4.16475,0.970931
0.717107,15,3.88383,0.703643
1.18668,25,3.36614,0.211076
0.873433,20,3.74083,0.567587
0.997953,40,3.62616,0.458476
0.787118,20,3.8264,0.649002
0.188003,10,4.17347,0.979225
1.11187,15,3.44438,0.285514
0.991652,20,3.60897,0.442121
0.42668,10,4.08283,0.892991
1.04496,20,3.54392,0.380232
0.235103,20,4.16242,0.968719
1.19779,10,3.30501,0.152911
0.6779,10,3.91127,0.72975
1.06626,25,3.52678,0.363918
1.08447,15,3.48114,0.320496
1.13828,15,3.40806,0.250958
0.435079,30,4.08564,0.895659
0.121101,35,4.18688,0.991989
0.61439,30,3.97656,0.79187
0.717607,40,3.90152,0.72048
0.606588,35,3.98405,0.798999
1.10397,15,3.45507,0.295692
1.23599,25,3.29523,0.143608
0.145002,25,4.18297,0.988271
1.23149,15,3.27278,0.122244
0.520874,40,4.0406,0.852808
0.42648,10,4.08294,0.893091
0.0852009,25,4.19104,0.995948
0.711106,10,3.88272,0.70259
0.791819,40,3.8375,0.659561
0.571883,25,4.00353,0.817535
0.386386,25,4.10778,0.916729
0.650596,35,3.95225,0.768749
0.392585,25,4.10495,0.914035
1.02136,35,3.595,0.428829
0.0655005,15,4.1927,0.997527
0.168502,35,4.179,0.984494
1.07327,10,3.4815,0.320837
0.836927,10,3.76206,0.587782
0.786518,10,3.81278,0.636042
1.07657,15,3.49157,0.330416
0.767315,10,3.83127,0.65363
0.130302,10,4.18481,0.990018
0.960547,25,3.65328,0.484282
0.982451,30,3.63488,0.466771
0.343291,15,4.12397,0.932133
0.191403,30,4.17408,0.979807
0.325594,40,4.13487,0.9425
1.19509,30,3.36421,0.209235
0.218203,25,4.16739,0.973444
0.79482,30,3.82896,0.651436
0.904338,10,3.68924,0.518495
0.0893009,10,4.19037,0.99531
0.264102,20,4.15381,0.960527
0.800821,30,3.82339,0.646141
0.0592004,30,4.19327,0.998066
0.569282,15,3.99909,0.813313
0.160902,25,4.18012,0.985558
0.706905,40,3.91023,0.728766
0.801921,30,3.82237,0.645166
0.474074,35,4.06629,0.877254
0.884034,10,3.71177,0.539936
0.0515003,30,4.19376,0.998536
0.899437,40,3.73333,0.56045
0.907238,10,3.68598,0.515391
0.518674,10,4.02909,0.841852
1.23409,15,3.26885,0.118503
0.104901,35,4.18898,0.993988
0.800821,15,3.80671,0.630269
1.02816,10,3.54052,0.376995
0.516573,40,4.04315,0.855229
0.830926,30,3.79484,0.618973
1.12057,10,3.4168,0.259277
0.971449,20,3.63271,0.464711
0.784618,30,3.83832,0.660344
0.437979,15,4.07919,0.889521
0.481973,10,4.05178,0.863448
0.128502,20,4.18548,0.990652
0.0900009,40,4.19068,0.995604
0.0539003,20,4.19357,0.998354
0.742111,40,3.88109,0.701034
1.13218,40,3.4618,0.302089
1.23829,25,3.29185,0.14039
0.391585,10,4.10058,0.909874
0.749112,30,3.86995,0.690441
0.900237,10,3.69383,0.522865
1.17248,40,3.40827,0.25116
0.410382,25,4.09657,0.906062
1.00695,15,3.58004,0.414591
0.489772,10,4.0471,0.858991
0.111901,10,4.18756,0.992637
0.773316,25,3.84441,0.666133
0.844428,30,3.78169,0.606458
0.648795,20,3.9448,0.761659
1.14428,10,3.3833,0.227403
0.945044,15,3.65364,0.484625
0.866431,40,3.76671,0.592206
0.692703,30,3.91717,0.735367
0.384986,40,4.11081,0.919605
0.387385,40,4.10975,0.9186
0.55568,35,4.01804,0.831339
0.73531,30,3.88185,0.701761
0.959347,10,3.62557,0.457914
0.128002,40,4.18596,0.991111
0.561081,30,4.01289,0.826441
0.43188,30,4.08725,0.897189
0.482473,20,4.05682,0.868238
0.206903,25,4.17021,0.976123
0.905338,30,3.71968,0.547459
0.340392,15,4.12517,0.933275
0.203403,10,4.16974,0.975683
0.469175,20,4.06435,0.875404
0.707705,25,3.90151,0.720462
0.729909,35,3.8893,0.708845
0.236603,25,4.16249,0.968778
0.756613,15,3.84851,0.670034
0.61389,35,3.97893,0.794128
1.07427,10,3.48016,0.319564
0.292398,10,4.14249,0.949752
0.951946,10,3.63436,0.466277
0.265502,20,4.15337,0.960108
0.882634,25,3.7379,0.564797
0.113001,35,4.18797,0.993024
0.92054,15,3.68146,0.511094
0.236803,10,4.16066,0.967043
0.598887,20,3.98189,0.796944
0.629692,40,3.96916,0.784837
0.79532,10,3.80415,0.627834
0.369288,20,4.11418,0.922819
0.607989,35,3.98307,0.798069
0.331993,25,4.13069,0.938526
0.698704,10,3.89354,0.712887
0.0876009,10,4.19056,0.995487
0.810222,20,3.80438,0.628049
0.114501,15,4.18736,0.992447
0.256903,25,4.15661,0.963191
0.233203,25,4.16342,0.969668
0.0034,15,4.19529,0.999993
0.265502,30,4.15447,0.96115
0.445778,25,4.0788,0.889154
0.195703,15,4.17212,0.977943
1.11557,35,3.47847,0.317955
0.575683,25,4.00097,0.815101
0.307696,10,4.13682,0.944356
0.742011,30,3.8761,0.696291
0.42898,40,4.09039,0.900176
0.947945,30,3.6737,0.503707
0.464175,10,4.06219,0.87335
0.85743,10,3.74051,0.567283
1.07617,20,3.50423,0.342463
1.16458,25,3.39696,0.240396
0.604888,15,3.97376,0.789214
0.296797,35,4.14475,0.951899
1.20539,10,3.29359,0.142043
0.403383,20,4.09851,0.907906
0.815123,10,3.78439,0.609028
0.188403,30,4.17474,0.980435
1.08167,20,3.49711,0.335687
0.584885,25,3.99471,0.809139
0.721807,25,3.88966,0.709195
0.92084,35,3.70774,0.536099
0.153002,40,4.18195,0.9873
0.0814008,25,4.19141,0.996302
0.235703,40,4.16363,0.969867
0.741411,10,3.85547,0.67666
0.854429,25,3.76674,0.59224
0.505572,35,4.04857,0.860394
0.0021,25,4.1953,0.999997
0.79782,40,3.83204,0.654371
0.957246,40,3.67182,0.50192
1.18118,30,3.38357,0.227659
0.117801,10,4.18672,0.991841
0.340392,20,4.12638,0.934427
0.510572,30,4.04426,0.856292
0.816923,40,3.8144,0.637584
1.09757,35,3.50155,0.339918
0.732509,30,3.88424,0.704032
1.22439,40,3.33648,0.182851
1.15308,20,3.40125,0.244486
0.777717,25,3.84039,0.662315
0.482573,15,4.05433,0.865869
0.791419,10,3.80799,0.631483
0.0156,35,4.19516,0.999866
0.885135,30,3.74073,0.567491
0.863331,25,3.75774,0.583677
1.17328,25,3.3849,0.228922
0.850729,30,3.77548,0.600548
1.04916,15,3.52712,0.364242
0.910839,15,3.69227,0.521378
0.107501,20,4.18842,0.993457
0.827925,40,3.80405,0.627733
0.592086,15,3.98305,0.798048
0.579484,10,3.98781,0.802576
1.21889,20,3.30731,0.155097
0.634293,40,3.96584,0.781678
1.07767,30,3.52039,0.357843
0.876633,30,3.74945,0.575783
0.821924,40,3.80971,0.633123
0.444578,20,4.07772,0.88813
0.997553,35,3.62277,0.455257
0.524575,40,4.03839,0.850708
0.0129,30,4.1952,0.999908
0.989552,35,3.63196,0.463997
0.694903,25,3.91205,0.730497
1.15898,35,3.42122,0.263483
0.466875,15,4.06335,0.874457
0.973649,35,3.64999,0.481155
1.10167,35,3.49633,0.334947
0.989252,40,3.63608,0.467918
0.509172,10,4.03512,0.847594
0.117101,20,4.18714,0.992236
0.816623,25,3.80392,0.627608
0.694203,20,3.90847,0.727089
0.123502,10,4.18588,0.991033
0.661397,40,3.94579,0.762602
0.837127,40,3.79528,0.619393
0.361989,25,4.11849,0.926914
0.819524,30,3.80578,0.629382
0.2746,10,4.14872,0.955683
0.605988,25,3.97996,0.795108
0.708705,35,3.90684,0.725539
0.367788,20,4.11484,0.923445
1.10817,30,3.48142,0.320758
0.0259,35,4.19491,0.999632
0.422281,40,4.09364,0.903271
0.835526,35,3.79412,0.618288
0.341792,30,4.12763,0.935613
0.756413,20,3.85467,0.6759
0.682401,15,3.91328,0.731669
0.875333,30,3.75077,0.577044
0.0847009,15,4.19095,0.995866
0.825725,20,3.78924,0.613646
1.06366,25,3.53005,0.367033
1.16668,35,3.41083,0.253594
0.776016,25,3.84195,0.663793
1.22559,15,3.28167,0.130704
0.333193,10,4.12672,0.934752
0.926841,20,3.68337,0.512909
0.839927,15,3.76774,0.593188
0.643494,15,3.94456,0.761424
0.889935,15,3.71516,0.54316
0.288699,25,4.14644,0.953515
0.361189,40,4.12093,0.929239
0.703004,30,3.90883,0.727427
0.150002,25,4.18211,0.987448
0.152802,40,4.18199,0.987334
0.326993,10,4.12925,0.937157
1.03806,35,3.57511,0.409905
0.384786,30,4.10953,0.918393
0.0393001,40,4.19442,0.999161
0.817723,20,3.79709,0.621115
0.228303,30,4.16511,0.971273
0.412882,40,4.09811,0.90753
1.22559,35,3.32896,0.175703
1.02846,15,3.55335,0.389204
0.452877,10,4.06859,0.879443
0.200303,25,4.17178,0.977622
0.697203,20,3.90598,0.724721
0.55898,20,4.0094,0.823118
0.633593,30,3.96266,0.778645
0.149102,10,4.18156,0.986931
1.08097,25,3.50811,0.346159
0.0846009,30,4.19115,0.996052
0.295298,20,4.14343,0.950651
0.400284,35,4.10334,0.912501
0.867332,35,3.76291,0.588595
0.185103,15,4.17456,0.980267
0.755713,20,3.8553,0.676501
1.21179,10,3.28391,0.132835
1.07017,35,3.53595,0.372645
0.150802,30,4.18212,0.987464
0.512873,20,4.03881,0.851104
0.293798,20,4.14396,0.951151
0.322594,20,4.1334,0.941105
0.79932,25,3.82036,0.643255
1.02476,15,3.55799,0.393612
0.723508,35,3.89465,0.713937
0.984951,40,3.64095,0.472553
0.500571,35,4.05146,0.863143
1.20159,10,3.29931,0.147486
0.757913,15,3.84731,0.668897
0.456476,20,4.07134,0.88206
0.396284,40,4.10577,0.914816
0.530976,10,4.02111,0.834258
0.2742,10,4.14886,0.955812
0.134902,35,4.18485,0.99006
0.0464002,15,4.19399,0.998758
0.335592,15,4.12714,0.935144
0.986051,40,3.63971,0.47137
0.758914,20,3.85241,0.67375
0.997353,25,3.61077,0.443833
1.02026,10,3.55059,0.386578
0.222803,15,4.16525,0.971413
0.216603,35,4.16837,0.97438
0.744711,20,3.86515,0.685867
0.752813,35,3.86976,0.690255
0.508072,35,4.04712,0.85901
0.546278,15,4.01464,0.828102
0.930442,20,3.67937,0.509104
1.06306,35,3.54472,0.380986
1.06726,10,3.4895,0.328451
0.264602,30,4.15474,0.961413
0.792719,10,3.80671,0.630269
0.108201,20,4.18833,0.993371
0.2774,20,4.14953,0.956452
0.393785,35,4.1063,0.915319
1.02176,35,3.59453,0.42838
0.497771,30,4.05174,0.863409
0.662698,30,3.94077,0.757821
0.223103,40,4.16692,0.973002
1.07767,15,3.49012,0.329039
1.23109,20,3.28929,0.137958
0.838727,25,3.78239,0.607127
0.205203,25,4.17062,0.976514
0.35619,15,4.11851,0.926937
0.91564,40,3.71648,0.544419
0.811622,20,3.80302,0.62676
0.994353,20,3.60576,0.439066
0.0630005,15,4.19289,0.997712
1.12167,20,3.44419,0.285334
0.201503,40,4.17215,0.977976
0.936143,20,3.673,0.503049
1.15568,15,3.38364,0.227724
0.61499,15,3.9663,0.782109
0.61609,20,3.96944,0.785102
0.191603,30,4.17403,0.979765
0.936443,35,3.69102,0.52019
0.683301,40,3.92898,0.746599
0.288998,40,4.14769,0.9547
0.0507003,10,4.19371,0.998487
0.664198,20,3.93276,0.750196
0.959247,40,3.66962,0.499828
0.337492,10,4.12494,0.933057
1.10487,40,3.49696,0.335544
0.487572,35,4.05884,0.870162
0.210403,40,4.17006,0.975988
0.167202,10,4.17803,0.983567
1.15598,35,3.42525,0.267318
0.337492,40,4.13037,0.93822
0.141802,10,4.18288,0.988179
0.868232,40,3.76492,0.590505
0.866231,30,3.75999,0.585818
0.757713,25,3.85845,0.679493
0.786118,20,3.82734,0.649895
1.19689,15,3.32429,0.171255
0.141802,30,4.18365,0.988915
1.23359,35,3.31752,0.164816
0.851329,35,3.77876,0.603675
0.379187,25,4.11101,0.919804
0.467875,40,4.07049,0.881247
0.91984,20,3.6911,0.520265
0.0725007,15,4.19212,0.99697
0.903538,35,3.72595,0.553423
0.966148,10,3.61743,0.450171
0.693003,20,3.90946,0.728033
0.721707,30,3.89336,0.712709
0.42758,15,4.08464,0.894706
0.0336,15,4.19461,0.999348
1.12337,30,3.46157,0.301879
0.74011,30,3.87774,0.697848
0.900637,30,3.72462,0.552161
0.665698,10,3.92141,0.739402
0.42728,15,4.08479,0.894854
0.264802,40,4.15533,0.961968
1.06876,25,3.52362,0.360915
0.102601,30,4.1892,0.994195
1.22719,10,3.26041,0.110471
1.04446,40,3.57161,0.406578
0.566582,35,4.01101,0.824653
0.488572,20,4.05329,0.864884
0.785718,10,3.81356,0.636784
0.341492,40,4.12882,0.936747
0.602488,20,3.97931,0.794494
0.940244,10,3.64811,0.479365
0.869532,30,3.75666,0.582647
0.461576,30,4.07187,0.882559
0.628392,25,3.96373,0.779665
0.179502,15,4.1758,0.981443
0.849929,10,3.74846,0.574841
0.250404,20,4.15801,0.964516
0.626892,15,3.95734,0.773587
0.55508,25,4.01464,0.828105
0.893836,25,3.72618,0.553647
0.499671,20,4.04676,0.858673
0.964548,15,3.63097,0.463052
0.206003,10,4.16909,0.975057
1.23839,40,3.31656,0.163898
0.627292,30,3.96726,0.78303
1.10537,40,3.49632,0.334939
0.475174,35,4.06569,0.876684
0.199203,20,4.1717,0.977542
0.282699,40,4.14974,0.956653
0.396584,35,4.10503,0.914111
0.888535,10,3.70682,0.535225
0.931142,40,3.70008,0.528809
1.02226,20,3.57205,0.406995
0.206603,10,4.16893,0.974912
0.285799,15,4.14586,0.952963
1.02766,25,3.57454,0.409362
0.415682,40,4.09679,0.906271
0.384186,10,4.10412,0.913248
0.0463002,10,4.19397,0.998738
0.148602,35,4.18262,0.987939
1.02226,25,3.58108,0.415583
0.543978,40,4.02657,0.839456
0.35369,15,4.11959,0.927959
0.539877,25,4.0244,0.837396
0.207303,35,4.17064,0.976532
0.813923,40,3.8172,0.640247
0.599387,15,3.97778,0.793033
0.420281,10,4.08618,0.896177
0.0157,10,4.19515,0.999854
0.753513,40,3.87134,0.691761
1.01096,40,3.61117,0.444211
0.809922,20,3.80467,0.628325
0.826125,20,3.78885,0.613271
0.290398,10,4.14321,0.950437
1.02816,35,3.58694,0.421161
0.362089,30,4.11935,0.927738
0.730209,15,3.87233,0.692698
0.763214,35,3.86068,0.681621
0.309496,35,4.14033,0.947694
0.139402,15,4.18354,0.988806
0.377187,25,4.1119,0.920648
0.846728,10,3.75183,0.578045
0.705305,30,3.90694,0.725638
0.223303,20,4.16564,0.97178
0.0752007,20,4.19193,0.996797
0.0369001,20,4.19449,0.999228
0.494071,25,4.05218,0.863825
1.11657,20,3.45104,0.291859
1.14978,20,3.40582,0.248834
0.308196,15,4.13781,0.945301
1.01456,20,3.58145,0.415937
0.906338,25,3.71293,0.541034
1.05756,35,3.55147,0.387409
0.310196,35,4.14008,0.947457
0.948545,20,3.65902,0.489747
0.0131,10,4.19519,0.999898
0.460476,35,4.07359,0.884197
0.930842,25,3.6864,0.515796
0.897437,25,3.72238,0.550033
0.629092,40,3.96959,0.785247
1.16048,40,3.42441,0.266518
0.527875,10,4.02313,0.836189
1.09737,20,3.47657,0.316148
0.486372,25,4.05661,0.868038
0.783018,30,3.83978,0.66173
0.42878,25,4.08752,0.897449
0.874233,40,3.75893,0.584809
1.24309,35,3.30383,0.151792
0.267201,35,4.15433,0.961014
0.474574,25,4.06326,0.874365
0.680401,10,3.90917,0.727751
0.0410001,25,4.19431,0.999061
0.345591,10,4.12153,0.929805
0.230603,40,4.16499,0.971157
0.524875,10,4.02509,0.838046
0.090301,35,4.19062,0.995544
0.591886,30,3.9923,0.806848
0.0184,30,4.1951,0.999812
0.823924,25,3.79687,0.620904
0.92004,20,3.69088,0.520055
1.05956,10,3.4997,0.338158
0.187703,30,4.17489,0.98058
0.451877,30,4.077,0.887444
0.472474,40,4.06802,0.8789
0.407683,20,4.09643,0.905932
0.124402,35,4.18642,0.991547
1.01716,10,3.55452,0.390317
1.22689,30,3.31902,0.166243
0.120301,10,4.18636,0.991491
1.13458,25,3.43783,0.279284
1.07127,20,3.51054,0.34847
0.00869999,35,4.19526,0.999958
0.0961011,40,4.19003,0.994988
0.971249,30,3.64763,0.47891
0.943244,20,3.66502,0.495454
0.397184,30,4.10391,0.913048
0.141502,25,4.18356,0.98883
1.01066,30,3.60209,0.435579
1.11997,40,3.47762,0.317143
0.493671,25,4.05241,0.864046
0.765815,40,3.86066,0.681596
0.542978,40,4.02719,0.840046
0.0621005,15,4.19296,0.997777
1.03596,35,3.57763,0.412302
1.18058,35,3.39189,0.235571
1.03156,25,3.5698,0.404849
0.548479,35,4.0226,0.835684
0.306196,40,4.14185,0.949148
0.503071,20,4.04474,0.856742
0.659697,20,3.93631,0.753574
1.24229,35,3.30499,0.152893
0.728909,40,3.89218,0.711593
0.632293,15,3.95322,0.769666
1.16528,35,3.41272,0.255397
0.79652,30,3.82739,0.64994
0.0801008,25,4.19154,0.996419
0.854729,30,3.77151,0.596773
0.516773,40,4.04303,0.855117
1.11047,20,3.4592,0.299623
0.754613,15,3.85034,0.671779
0.693203,20,3.9093,0.727875
0.391085,15,4.10273,0.911917
0.846328,25,3.77485,0.599955
0.901137,10,3.69282,0.521907
0.317095,35,4.13759,0.945094
0.291598,15,4.14384,0.951035
0.685301,35,3.9256,0.743389
0.155502,40,4.18151,0.986882
0.724608,15,3.87727,0.697401
0.696803,30,3.91386,0.73222
1.14708,30,3.43008,0.271912
0.293898,40,4.14606,0.953151
0.970149,15,3.62437,0.456773
0.590486,35,3.99512,0.809536
0.951846,15,3.64579,0.477153
0.850929,35,3.77916,0.604049
0.626792,35,3.96973,0.785376
0.85623,25,3.76493,0.590515
0.988852,35,3.63276,0.464758
0.35649,25,4.1208,0.929119
0.639794,40,3.96184,0.777872
0.254703,25,4.15727,0.963818
0.109501,30,4.18835,0.993388
0.752813,25,3.8628,0.683633
0.623091,30,3.97031,0.785929
1.03826,20,3.55229,0.388194
0.0368,10,4.19446,0.999202
1.18198,20,3.36066,0.205859
0.73941,10,3.8573,0.678405
0.0769007,30,4.19187,0.996738
0.115801,35,4.1876,0.992674
0.478873,40,4.06455,0.875596
0.303497,30,4.14194,0.949234
0.0202,30,4.19506,0.999774
0.668499,10,3.9191,0.737203
0.698204,40,3.91722,0.735411
0.522974,25,4.03494,0.847422
0.00889999,30,4.19525,0.999956
0.566882,35,4.01082,0.824467
0.225203,40,4.16639,0.972491
1.18168,25,3.37317,0.21776
0.516073,10,4.03075,0.843434
0.122101,40,4.1868,0.991911
0.784718,40,3.8439,0.665652
0.899237,30,3.72609,0.553557
0.363489,40,4.11998,0.928335
0.720107,15,3.88121,0.701154
0.0305,35,4.19476,0.999491
0.629592,25,3.96284,0.778822
0.139002,20,4.1838,0.989063
0.656897,25,3.94222,0.759202
0.744611,30,3.87386,0.694155
0.122101,10,4.18609,0.991235
1.10027,40,3.50279,0.341098
0.0044,40,4.19529,0.999989
0.847428,25,3.77376,0.598912
0.68,15,3.91527,0.733556
0.877733,30,3.74832,0.574714
0.436979,10,4.07734,0.887761
0.624791,20,3.96301,0.778984
0.458576,35,4.07459,0.885151
0.97655,15,3.61678,0.449552
0.125202,25,4.18611,0.991254
1.10667,30,3.48336,0.322607
0.813323,40,3.81776,0.640778
0.095401,20,4.18988,0.994846
1.08337,35,3.51949,0.356985
0.761214,30,3.85934,0.68034
0.829025,40,3.803,0.626741
0.807822,15,3.79987,0.623762
0.637393,20,3.95354,0.76997
0.999153,30,3.61558,0.448408
0.0151,30,4.19517,0.999874
0.868132,25,3.75285,0.579021
1.09847,35,3.50041,0.338828
0.955246,20,3.65139,0.482485
0.311795,25,4.13831,0.945779
1.20849,20,3.32252,0.169568
0.439079,20,4.08062,0.890881
0.79792,20,3.81619,0.639282
0.765415,10,3.83307,0.655347
0.717407,25,3.89338,0.712735
0.522174,25,4.03543,0.847888
0.592986,30,3.99154,0.806129
0.751312,25,3.86412,0.684895
0.694303,35,3.91846,0.736595
0.532676,15,4.02352,0.836559
0.114601,15,4.18735,0.992434
0.565281,35,4.01186,0.825457
1.10147,20,3.47116,0.310997
0.2743,15,4.14976,0.956672
0.872532,35,3.7577,0.583632
0.00749999,15,4.19527,0.999967
0.724808,10,3.87054,0.691001
0.607688,30,3.9813,0.796389
0.419781,35,4.09416,0.903767
0.191303,30,4.1741,0.979828
0.628892,30,3.9661,0.781921
0.389685,35,4.10814,0.917074
0.698504,15,3.8998,0.71884
0.129902,20,4.18526,0.990447
0.946345,15,3.65214,0.483201
0.802621,35,3.82517,0.647826
0.932042,25,3.68508,0.514542
0.2803,10,4.14677,0.953824
0.320594,10,4.13181,0.939593
0.758914,30,3.86137,0.682273
0.391685,35,4.10725,0.91622
1.04496,30,3.56094,0.396422
0.712006,20,3.89355,0.712892
1.19549,20,3.34134,0.187476
0.0883009,20,4.19066,0.995584
0.584685,30,3.99721,0.811522
0.331693,30,4.13157,0.939362
0.969749,15,3.62484,0.457223
1.22369,35,3.33167,0.178278
0.0217,10,4.19501,0.999722
1.20139,20,3.33282,0.179374
1.06957,40,3.54111,0.377557
1.04736,20,3.54091,0.377367
0.945345,10,3.64214,0.47368
0.416382,15,4.09036,0.900151
1.00015,25,3.60747,0.440692
0.220103,30,4.16724,0.973299
0.971049,35,3.65291,0.483933
0.638694,35,3.96107,0.77714
0.85893,25,3.76221,0.587921
1.20709,35,3.35513,0.200597
0.721807,30,3.89327,0.712629
0.0062,15,4.19528,0.999978
0.217503,30,4.1679,0.973926
0.468475,20,4.06474,0.875776
0.0373001,30,4.19449,0.999231
0.646795,15,3.94198,0.758968
0.55588,25,4.01412,0.827609
0.0398001,40,4.1944,0.99914
0.180602,20,4.1759,0.981539
0.287199,35,4.14796,0.95496
0.0896009,20,4.19052,0.995454
0.208003,20,4.16957,0.975514
1.14418,25,3.42487,0.266954
0.807722,20,3.80679,0.630346
0.361389,15,4.11625,0.924788
0.983351,15,3.60866,0.441827
0.930842,35,3.69705,0.525932
0.971849,15,3.62236,0.45486
0.397884,20,4.10113,0.910401
0.982351,20,3.61996,0.45258
0.0168,30,4.19514,0.999844
1.11357,10,3.42656,0.26856
0.180702,10,4.17513,0.980807
0.513973,15,4.03538,0.847838
0.525875,25,4.03316,0.845724
0.127402,20,4.18564,0.990811
0.308496,30,4.14017,0.947548
0.156102,20,4.1808,0.986207
1.11607,20,3.45171,0.292497
0.448977,10,4.07077,0.881511
0.417681,40,4.09584,0.905367
0.745811,35,3.8758,0.695999
0.244404,25,4.16029,0.966685
1.11017,35,3.48544,0.324582
0.904238,40,3.72837,0.55573
0.00909999,30,4.19525,0.999954
0.775416,25,3.84249,0.664313
0.0741007,15,4.19197,0.996835
1.21909,10,3.27281,0.122271
1.20019,30,3.35704,0.202419
0.886935,25,3.73342,0.560533
0.148702,35,4.18261,0.987923
0.422781,25,4.09051,0.900299
0.0771007,20,4.19176,0.996633
0.0472002,35,4.19402,0.998782
0.845628,25,3.77555,0.600618
0.564481,10,3.99842,0.812671
0.647795,35,3.95434,0.770737
0.507272,10,4.03631,0.84873
0.520374,10,4.02799,0.840813
0.926841,40,3.70466,0.533166
0.649095,20,3.94457,0.761438
0.410982,25,4.09628,0.905787
0.690702,10,3.90043,0.719434
0.290798,40,4.14709,0.954134
0.647295,35,3.95472,0.771091
0.2751,10,4.14855,0.955522
1.23869,25,3.29126,0.13983
0.752012,40,3.87263,0.692989
0.223103,30,4.16647,0.972566
0.323094,30,4.13483,0.942466
0.486072,30,4.05841,0.869757
0.603288,25,3.98187,0.796931
0.181902,40,4.17644,0.982051
0.958647,25,3.65543,0.486328
0.407983,20,4.09629,0.905794
1.14038,20,3.41877,0.261148
0.408983,20,4.0958,0.905331
0.452877,15,4.07115,0.881875
0.752713,20,3.858,0.679069
0.165702,15,4.17868,0.984186
0.734209,20,3.87441,0.694678
0.124002,30,4.18639,0.991522
0.223003,35,4.16676,0.972844
0.320194,30,4.13591,0.943494
0.0743007,15,4.19196,0.996818
0.0575004,30,4.19338,0.998175
0.933743,25,3.68321,0.512763
0.607588,40,3.98477,0.799689
1.07487,25,3.51589,0.353559
0.296497,40,4.14519,0.952318
0.532876,20,4.02636,0.839259
0.330193,20,4.13045,0.938297
0.399684,15,4.09861,0.908
0.947845,10,3.6392,0.470882
0.520474,25,4.03647,0.848878
0.612489,35,3.97991,0.795066
0.349091,10,4.12002,0.928376
0.331093,15,4.12895,0.936871
0.61549,25,3.97315,0.788627
0.42548,15,4.08572,0.895738
1.03486,35,3.57895,0.413555
0.560381,20,4.00846,0.82223
0.168602,20,4.17839,0.98391
1.09697,35,3.50232,0.340643
0.203903,35,4.17144,0.977296
0.35089,20,4.12207,0.930319
1.04606,40,3.56969,0.404749
0.398184,15,4.09933,0.90869
1.05706,25,3.53833,0.374905
0.528175,25,4.03173,0.844371
1.04066,30,3.56618,0.401404
1.21939,30,3.32979,0.176488
1.08287,25,3.50568,0.343845
1.04536,35,3.56631,0.401533
0.707505,35,3.90782,0.726469
0.0579004,20,4.1933,0.9981
0.937743,40,3.69301,0.522081
1.10677,30,3.48323,0.322484
0.0695006,35,4.19253,0.99736
0.150802,10,4.18125,0.986632
0.848728,40,3.78409,0.608743
0.415982,10,4.0884,0.898291
0.0704006,35,4.19245,0.997291
0.662398,20,3.93418,0.75155
0.766515,20,3.8455,0.66717
0.364189,20,4.11641,0.924936
0.224503,25,4.16576,0.971889
1.20209,40,3.36772,0.212578
